target,onehotencoder__x0_ANA,onehotencoder__x0_ARI,onehotencoder__x0_ATL,onehotencoder__x0_BAL,onehotencoder__x0_BOS,onehotencoder__x0_CAL,onehotencoder__x0_CHC,onehotencoder__x0_CHW,onehotencoder__x0_CIN,onehotencoder__x0_CLE,onehotencoder__x0_COL,onehotencoder__x0_DET,onehotencoder__x0_FLA,onehotencoder__x0_HOU,onehotencoder__x0_KCA,onehotencoder__x0_KCR,onehotencoder__x0_LAA,onehotencoder__x0_LAD,onehotencoder__x0_MIA,onehotencoder__x0_MIL,onehotencoder__x0_MIN,onehotencoder__x0_MLN,onehotencoder__x0_MON,onehotencoder__x0_NYM,onehotencoder__x0_NYY,onehotencoder__x0_OAK,onehotencoder__x0_PHI,onehotencoder__x0_PIT,onehotencoder__x0_SDP,onehotencoder__x0_SEA,onehotencoder__x0_SEP,onehotencoder__x0_SFG,onehotencoder__x0_STL,onehotencoder__x0_TBD,onehotencoder__x0_TBR,onehotencoder__x0_TEX,onehotencoder__x0_TOR,onehotencoder__x0_WSA,onehotencoder__x0_WSN,onehotencoder__x1_AL,onehotencoder__x1_NL,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG
583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,794.0,55.0,0.302,0.371,0.236,0,3.12295081967213,2.7172131147541,162.0,0.337,0.427
676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2012.0,746.0,72.0,0.317,0.4,0.265,0,3.12295081967213,2.7172131147541,162.0,0.339,0.423
767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2012.0,699.0,89.0,0.332,0.433,0.274,0,3.12295081967213,2.7172131147541,162.0,0.31,0.403
637.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,597.0,86.0,0.317,0.374,0.252,0,3.12295081967213,2.7172131147541,162.0,0.31,0.364
609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,724.0,69.0,0.308,0.382,0.244,0,3.12295081967213,2.7172131147541,162.0,0.327,0.399
776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,733.0,83.0,0.325,0.437,0.259,0,3.12295081967213,2.7172131147541,162.0,0.326,0.414
701.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2012.0,832.0,66.0,0.325,0.39,0.26,0,3.12295081967213,2.7172131147541,162.0,0.333,0.442
650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,709.0,74.0,0.316,0.386,0.249,0,3.12295081967213,2.7172131147541,162.0,0.315,0.401
804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2012.0,668.0,95.0,0.337,0.453,0.265,1.0,3.0,3.0,162.0,0.311,0.419
713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2012.0,614.0,94.0,0.31,0.404,0.238,1.0,4.0,4.0,162.0,0.306,0.378
684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,680.0,81.0,0.317,0.4,0.255,0,3.12295081967213,2.7172131147541,162.0,0.306,0.407
651.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,674.0,79.0,0.304,0.395,0.243,0,3.12295081967213,2.7172131147541,162.0,0.314,0.39
651.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,2012.0,710.0,76.0,0.319,0.38,0.247,0,3.12295081967213,2.7172131147541,162.0,0.319,0.398
619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2012.0,651.0,75.0,0.296,0.369,0.234,0,3.12295081967213,2.7172131147541,162.0,0.308,0.394
718.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,2012.0,649.0,94.0,0.327,0.397,0.269,1.0,4.0,1.0,162.0,0.313,0.393
765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,2012.0,648.0,88.0,0.338,0.421,0.271,1.0,6.0,3.0,162.0,0.313,0.387
697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,2012.0,577.0,90.0,0.317,0.394,0.24,0,3.12295081967213,2.7172131147541,162.0,0.294,0.352
808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,2012.0,707.0,93.0,0.334,0.446,0.273,1.0,5.0,5.0,162.0,0.309,0.408
716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,2012.0,784.0,73.0,0.309,0.407,0.245,0,3.12295081967213,2.7172131147541,162.0,0.335,0.438
731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,2012.0,594.0,98.0,0.322,0.428,0.261,1.0,1.0,4.0,162.0,0.303,0.373
731.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,662.0,94.0,0.322,0.413,0.25,1.0,5.0,4.0,162.0,0.316,0.409
641.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,605.0,89.0,0.308,0.387,0.243,0,3.12295081967213,2.7172131147541,162.0,0.31,0.361
708.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,860.0,69.0,0.316,0.413,0.257,0,3.12295081967213,2.7172131147541,162.0,0.341,0.46
875.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,737.0,90.0,0.349,0.461,0.28,0,3.12295081967213,2.7172131147541,162.0,0.322,0.392
654.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,756.0,71.0,0.314,0.401,0.256,0,3.12295081967213,2.7172131147541,162.0,0.335,0.413
654.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,706.0,79.0,0.319,0.388,0.252,0,3.12295081967213,2.7172131147541,162.0,0.317,0.397
735.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,720.0,79.0,0.326,0.408,0.256,0,3.12295081967213,2.7172131147541,162.0,0.325,0.415
704.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,760.0,80.0,0.317,0.396,0.25,0,3.12295081967213,2.7172131147541,162.0,0.323,0.413
735.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,774.0,73.0,0.329,0.41,0.258,0,3.12295081967213,2.7172131147541,162.0,0.331,0.431
787.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,711.0,95.0,0.34,0.434,0.277,1.0,4.0,3.0,162.0,0.321,0.396
625.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,702.0,72.0,0.318,0.388,0.247,0,3.12295081967213,2.7172131147541,162.0,0.316,0.401
615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,796.0,56.0,0.311,0.374,0.258,0,3.12295081967213,2.7172131147541,162.0,0.337,0.432
730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,762.0,71.0,0.329,0.415,0.275,0,3.12295081967213,2.7172131147541,162.0,0.337,0.425
667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,633.0,86.0,0.313,0.402,0.253,0,3.12295081967213,2.7172131147541,162.0,0.313,0.388
644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,612.0,82.0,0.322,0.375,0.257,0,3.12295081967213,2.7172131147541,161.0,0.31,0.371
721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,638.0,96.0,0.325,0.425,0.261,1.0,3.0,3.0,162.0,0.304,0.385
619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,804.0,63.0,0.306,0.36,0.247,0,3.12295081967213,2.7172131147541,162.0,0.34,0.435
718.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,742.0,77.0,0.335,0.391,0.264,0,3.12295081967213,2.7172131147541,162.0,0.332,0.411
867.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,657.0,97.0,0.343,0.444,0.263,1.0,2.0,4.0,162.0,0.322,0.399
645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,679.0,74.0,0.311,0.369,0.244,0,3.12295081967213,2.7172131147541,162.0,0.317,0.378
713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,529.0,102.0,0.323,0.395,0.253,1.0,1.0,4.0,162.0,0.296,0.361
610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,712.0,72.0,0.309,0.368,0.244,0,3.12295081967213,2.7172131147541,162.0,0.338,0.409
593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,2011.0,611.0,71.0,0.305,0.349,0.237,0,3.12295081967213,2.7172131147541,162.0,0.314,0.375
556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2011.0,675.0,67.0,0.292,0.348,0.233,0,3.12295081967213,2.7172131147541,162.0,0.31,0.386
570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,2011.0,578.0,86.0,0.303,0.368,0.242,0,3.12295081967213,2.7172131147541,162.0,0.309,0.346
762.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,2011.0,692.0,90.0,0.341,0.425,0.273,1.0,7.0,1.0,162.0,0.319,0.398
707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,2011.0,614.0,91.0,0.322,0.402,0.244,1.0,6.0,4.0,162.0,0.303,0.383
855.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,2011.0,677.0,96.0,0.34,0.46,0.283,1.0,3.0,2.0,162.0,0.307,0.392
743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,2011.0,761.0,81.0,0.317,0.413,0.249,0,3.12295081967213,2.7172131147541,162.0,0.328,0.419
624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,2011.0,643.0,80.0,0.309,0.383,0.242,0,3.12295081967213,2.7172131147541,161.0,0.319,0.382
713.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,836.0,65.0,0.325,0.416,0.25,0,3.12295081967213,2.7172131147541,162.0,0.34,0.448
738.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,629.0,91.0,0.339,0.401,0.258,1.0,6.0,4.0,162.0,0.314,0.376
613.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,785.0,66.0,0.316,0.386,0.259,0,3.12295081967213,2.7172131147541,162.0,0.336,0.434
818.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,744.0,89.0,0.339,0.451,0.268,0,3.12295081967213,2.7172131147541,162.0,0.327,0.399
685.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,767.0,75.0,0.32,0.401,0.257,0,3.12295081967213,2.7172131147541,162.0,0.334,0.398
752.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,704.0,88.0,0.332,0.42,0.268,0,3.12295081967213,2.7172131147541,162.0,0.325,0.395
790.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,685.0,91.0,0.338,0.436,0.272,1.0,6.0,4.0,162.0,0.323,0.396
646.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,752.0,69.0,0.322,0.378,0.248,0,3.12295081967213,2.7172131147541,162.0,0.342,0.416
770.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,717.0,83.0,0.336,0.425,0.263,0,3.12295081967213,2.7172131147541,162.0,0.326,0.397
751.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,743.0,81.0,0.335,0.415,0.268,0,3.12295081967213,2.7172131147541,162.0,0.332,0.4
719.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,717.0,80.0,0.321,0.403,0.254,0,3.12295081967213,2.7172131147541,162.0,0.331,0.398
611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,729.0,76.0,0.303,0.362,0.247,0,3.12295081967213,2.7172131147541,162.0,0.33,0.402
676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,845.0,67.0,0.331,0.399,0.274,0,3.12295081967213,2.7172131147541,162.0,0.342,0.435
681.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,702.0,80.0,0.311,0.39,0.248,0,3.12295081967213,2.7172131147541,162.0,0.327,0.403
667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,692.0,80.0,0.322,0.379,0.252,0,3.12295081967213,2.7172131147541,162.0,0.316,0.378
750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,804.0,77.0,0.335,0.424,0.262,0,3.12295081967213,2.7172131147541,162.0,0.338,0.427
781.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,671.0,94.0,0.341,0.422,0.273,1.0,4.0,4.0,162.0,0.317,0.417
656.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,652.0,79.0,0.314,0.383,0.249,0,3.12295081967213,2.7172131147541,162.0,0.33,0.394
859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,693.0,95.0,0.35,0.436,0.267,1.0,3.0,3.0,162.0,0.322,0.399
663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,626.0,81.0,0.324,0.378,0.256,0,3.12295081967213,2.7172131147541,162.0,0.313,0.379
772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,640.0,97.0,0.332,0.413,0.26,1.0,1.0,3.0,162.0,0.311,0.405
587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,866.0,57.0,0.304,0.373,0.242,0,3.12295081967213,2.7172131147541,162.0,0.348,0.449
665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,2010.0,581.0,90.0,0.317,0.371,0.246,0,3.12295081967213,2.7172131147541,162.0,0.308,0.368
513.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2010.0,698.0,61.0,0.298,0.339,0.236,0,3.12295081967213,2.7172131147541,162.0,0.313,0.401
697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,2010.0,583.0,92.0,0.321,0.408,0.257,1.0,5.0,1.0,162.0,0.313,0.37
736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,2010.0,641.0,86.0,0.332,0.402,0.263,0,3.12295081967213,2.7172131147541,162.0,0.319,0.387
802.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,2010.0,649.0,96.0,0.333,0.403,0.247,1.0,2.0,4.0,162.0,0.308,0.404
787.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,2010.0,687.0,90.0,0.338,0.419,0.276,1.0,7.0,2.0,162.0,0.319,0.39
755.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,2010.0,728.0,85.0,0.312,0.454,0.248,0,3.12295081967213,2.7172131147541,162.0,0.326,0.405
