target,onehotencoder__x0_adviser,onehotencoder__x0_amdahl,onehotencoder__x0_apollo,onehotencoder__x0_basf,onehotencoder__x0_bti,onehotencoder__x0_burroughs,onehotencoder__x0_c.r.d,onehotencoder__x0_cambex,onehotencoder__x0_cdc,onehotencoder__x0_dec,onehotencoder__x0_dg,onehotencoder__x0_formation,onehotencoder__x0_four-phase,onehotencoder__x0_gould,onehotencoder__x0_harris,onehotencoder__x0_honeywell,onehotencoder__x0_hp,onehotencoder__x0_ibm,onehotencoder__x0_ipl,onehotencoder__x0_magnuson,onehotencoder__x0_microdata,onehotencoder__x0_nas,onehotencoder__x0_ncr,onehotencoder__x0_nixdorf,onehotencoder__x0_perkin-elmer,onehotencoder__x0_prime,onehotencoder__x0_siemens,onehotencoder__x0_sperry,onehotencoder__x0_sratus,onehotencoder__x0_wang,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
74.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,2620.0,10480.0,30.0,12.0,24.0
74.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,2620.0,10480.0,30.0,12.0,24.0
138.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,5240.0,20970.0,30.0,12.0,24.0
136.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,5240.0,20970.0,30.0,12.0,24.0
23.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,500.0,2000.0,8.0,1.0,4.0
29.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,1000.0,4000.0,8.0,1.0,5.0
44.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,8000.0,8.0,1.0,5.0
30.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,1000.0,4000.0,8.0,3.0,5.0
41.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,1000.0,8000.0,8.0,3.0,5.0
74.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,8.0,3.0,5.0
74.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,8.0,3.0,6.0
74.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,8.0,3.0,6.0
54.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,1000.0,12000.0,9.0,3.0,12.0
41.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,1000.0,8000.0,9.0,3.0,12.0
18.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810.0,512.0,512.0,8.0,1.0,1.0
28.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810.0,1000.0,5000.0,0,1.0,1.0
36.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.0,512.0,8000.0,4.0,1.0,5.0
38.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,512.0,8000.0,8.0,1.0,8.0
34.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.0,384.0,8000.0,0,1.0,1.0
19.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.0,256.0,2000.0,0,1.0,1.0
72.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,1000.0,16000.0,16.0,1.0,3.0
36.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,1000.0,8000.0,0,1.0,2.0
30.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,1000.0,4000.0,16.0,1.0,2.0
56.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,1000.0,12000.0,16.0,1.0,2.0
42.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0,1000.0,8000.0,16.0,1.0,2.0
34.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.0,256.0,8000.0,0,1.0,4.0
34.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.0,256.0,8000.0,0,1.0,4.0
34.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.0,256.0,8000.0,0,1.0,4.0
34.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.0,256.0,8000.0,0,1.0,4.0
34.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.0,256.0,8000.0,0,1.0,4.0
19.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,512.0,1000.0,0,8.0,20.0
75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,2000.0,8000.0,64.0,1.0,38.0
113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,2000.0,16000.0,64.0,1.0,38.0
157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,2000.0,16000.0,128.0,1.0,38.0
18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,256.0,1000.0,0,3.0,10.0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,256.0,2000.0,0,3.0,10.0
28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,1000.0,4000.0,0,3.0,24.0
33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,2000.0,4000.0,8.0,3.0,19.0
47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,2000.0,8000.0,8.0,3.0,24.0
54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,3000.0,8000.0,8.0,3.0,48.0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,256.0,2000.0,0,3.0,24.0
23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,768.0,3000.0,0,6.0,24.0
25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,768.0,3000.0,6.0,6.0,24.0
52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,768.0,12000.0,6.0,6.0,24.0
27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,768.0,4500.0,0,1.0,24.0
50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,384.0,12000.0,6.0,1.0,24.0
18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,192.0,768.0,6.0,6.0,24.0
53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,768.0,12000.0,6.0,1.0,31.0
23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0,1000.0,3000.0,0,2.0,4.0
30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,1000.0,4000.0,8.0,3.0,64.0
73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,1000.0,16000.0,8.0,2.0,112.0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0,1000.0,2000.0,0,1.0,2.0
25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0,1000.0,4000.0,0,3.0,6.0
28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,4000.0,0,3.0,6.0
29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,4000.0,0,4.0,8.0
32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,4000.0,8.0,1.0,20.0
175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,32000.0,32.0,1.0,20.0
57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,8000.0,32.0,1.0,54.0
181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,32000.0,32.0,1.0,54.0
181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,32000.0,32.0,1.0,54.0
32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2000.0,4000.0,8.0,1.0,20.0
82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,4000.0,16000.0,1.0,6.0,12.0
171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,4000.0,24000.0,64.0,12.0,16.0
361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,16000.0,32000.0,64.0,16.0,24.0
350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,16000.0,32000.0,64.0,8.0,24.0
220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,8000.0,32000.0,0,8.0,24.0
113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,8000.0,16000.0,0,8.0,16.0
15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,480.0,96.0,512.0,0,1.0,1.0
21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,203.0,1000.0,2000.0,0,1.0,5.0
35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,512.0,6000.0,16.0,1.0,6.0
18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,512.0,1500.0,0,1.0,1.0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,768.0,2000.0,0,1.0,1.0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,768.0,2000.0,0,1.0,1.0
28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,400.0,2000.0,4000.0,0,1.0,1.0
45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,400.0,4000.0,8000.0,0,1.0,1.0
18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,900.0,1000.0,1000.0,0,1.0,2.0
17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,900.0,512.0,1000.0,0,1.0,2.0
26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,900.0,1000.0,4000.0,4.0,1.0,2.0
28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,900.0,1000.0,4000.0,8.0,1.0,2.0
28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,900.0,2000.0,4000.0,0,3.0,6.0
31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,2000.0,4000.0,8.0,3.0,6.0
31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,2000.0,4000.0,8.0,3.0,6.0
42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,2000.0,8000.0,8.0,1.0,6.0
76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,2000.0,16000.0,16.0,1.0,6.0
76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,2000.0,16000.0,16.0,1.0,6.0
26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,1000.0,4000.0,2.0,3.0,6.0
59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,2000.0,12000.0,8.0,1.0,4.0
65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,2000.0,12000.0,16.0,3.0,5.0
101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,4000.0,16000.0,8.0,6.0,12.0
116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,4000.0,16000.0,32.0,6.0,12.0
18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0,768.0,1000.0,0,0,0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0,768.0,2000.0,0,0,0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,800.0,768.0,2000.0,0,0,0
30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,4000.0,0,3.0,6.0
44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,8000.0,8.0,3.0,6.0
44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,8000.0,8.0,1.0,6.0
82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,24.0,1.0,6.0
82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,24.0,1.0,6.0
128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,50.0,8000.0,16000.0,48.0,1.0,10.0
37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,100.0,1000.0,8000.0,0,2.0,6.0
46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,100.0,1000.0,8000.0,24.0,2.0,6.0
46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,100.0,1000.0,8000.0,24.0,3.0,6.0
80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,12.0,3.0,16.0
88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,24.0,6.0,16.0
88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,50.0,2000.0,16000.0,24.0,6.0,16.0
33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,150.0,512.0,4000.0,0,8.0,128.0
46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,115.0,2000.0,8000.0,16.0,1.0,3.0
29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,115.0,2000.0,4000.0,2.0,1.0,5.0
53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,92.0,2000.0,8000.0,32.0,1.0,6.0
53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,92.0,2000.0,8000.0,32.0,1.0,6.0
41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,92.0,2000.0,8000.0,4.0,1.0,6.0
